"common","catch_count","year","month","MODE_FX","AREA_X","clust","mean_brevis_count"
"CREVALLE JACK",1,"2015","3","7","5","2",0
"FLORIDA POMPANO",1,"2015","3","7","5","1",0
"GAFFTOPSAIL CATFISH",5,"2015","3","7","5","2",0
"GAG",5,"2015","3","3","5","2",0
"GAG",1,"2015","3","7","5","2",0
"GRAY SNAPPER",7,"2015","3","3","5","2",0
"GRAY SNAPPER",14,"2015","3","5","5","1",0
"GRAY SNAPPER",17,"2015","3","7","5","2",0
"GULF FLOUNDER",2,"2015","3","5","5","1",0
"HARDHEAD CATFISH",4,"2015","3","7","5","2",0
"LADYFISH",8,"2015","3","5","5","1",0
"LADYFISH",51,"2015","3","7","5","1",0
"PINFISH",8,"2015","3","3","5","2",0
"PINFISH",7,"2015","3","5","5","1",0
"PINFISH",16,"2015","3","7","5","2",0
"PUFFER FAMILY",1,"2015","3","7","5","1",0
"RED DRUM",1,"2015","3","5","5","1",0
"RED DRUM",3,"2015","3","7","5","2",0
"RED GROUPER",2,"2015","3","3","5","2",0
"REQUIEM SHARK GENUS",5,"2015","3","7","5","2",0
"SEAROBIN FAMILY",1,"2015","3","7","5","2",0
"SEAROBIN GENUS",1,"2015","3","5","5","1",0
"SHEEPSHEAD",2,"2015","3","3","5","2",0
"SHEEPSHEAD",9,"2015","3","5","5","1",0
"SHEEPSHEAD",24,"2015","3","7","5","2",0
"SPANISH MACKEREL",1,"2015","3","3","5","2",0
"SPANISH MACKEREL",11,"2015","3","5","5","1",0
"SPOTTED SEATROUT",40,"2015","3","5","5","1",0
"SPOTTED SEATROUT",38,"2015","3","7","5","4",0
"STINGRAY GENUS",2,"2015","3","5","5","1",0
"BLUE RUNNER",1,"2015","4","7","5","2",0
"BLUEFISH",1,"2015","4","5","5","1",0
"BLUEFISH",11,"2015","4","7","5","1",0
"BONNETHEAD",3,"2015","4","7","5","2",0
"COMMON SNOOK",26,"2015","4","5","5","1",0
"COMMON SNOOK",9,"2015","4","7","5","2",0
"CREVALLE JACK",13,"2015","4","5","5","1",0
"CREVALLE JACK",26,"2015","4","7","5","2",0
"FLORIDA POMPANO",3,"2015","4","7","5","1",0
"GAFFTOPSAIL CATFISH",2,"2015","4","5","5","1",0
"GAFFTOPSAIL CATFISH",9,"2015","4","7","5","2",0
"GRAY SNAPPER",28,"2015","4","7","5","2",0
"GREAT BARRACUDA",1,"2015","4","7","5","2",0
"GULF FLOUNDER",4,"2015","4","7","5","2",0
"HARDHEAD CATFISH",1,"2015","4","5","5","1",0
"HARDHEAD CATFISH",53,"2015","4","7","5","1",0
"INSHORE LIZARDFISH",6,"2015","4","7","5","2",0
"LADYFISH",1,"2015","4","5","5","1",0
"LADYFISH",49,"2015","4","7","5","1",0
"LEFTEYE FLOUNDER FAMILY",3,"2015","4","7","5","2",0
"PINFISH",20,"2015","4","5","5","1",0
"PINFISH",83,"2015","4","7","5","4",0
"PUFFER FAMILY",7,"2015","4","7","5","2",0
"RED DRUM",1,"2015","4","5","5","1",0
"RED DRUM",8,"2015","4","7","5","2",0
"REMORA GENUS",1,"2015","4","7","5","1",0
"SHEEPSHEAD",3,"2015","4","7","5","2",0
"SPANISH MACKEREL",1,"2015","4","5","5","1",0
"SPANISH MACKEREL",5,"2015","4","7","5","1",0
"SPOTTED SEATROUT",85,"2015","4","5","5","1",0
"SPOTTED SEATROUT",186,"2015","4","7","5","4",0
"WHITE GRUNT",3,"2015","4","7","5","2",0
"ATLANTIC SPADEFISH",1,"2015","5","7","5","2",0
"BLACK SEA BASS",7,"2015","5","7","5","2",0
"BLUEFISH",2,"2015","5","5","5","1",0
"BLUEFISH",3,"2015","5","7","5","1",0
"BONNETHEAD",3,"2015","5","7","5","2",0
"COBIA",1,"2015","5","7","5","1",0
"COMMON SNOOK",4,"2015","5","5","5","1",0
"COMMON SNOOK",11,"2015","5","7","5","2",0
"CREVALLE JACK",9,"2015","5","5","5","1",0
"CREVALLE JACK",16,"2015","5","7","5","2",0
"GAFFTOPSAIL CATFISH",1,"2015","5","7","5","2",0
"GAG",4,"2015","5","5","5","1",0
"GAG",8,"2015","5","7","5","2",0
"GRAY SNAPPER",1,"2015","5","5","5","1",0
"GRAY SNAPPER",56,"2015","5","7","5","4",0
"GULF FLOUNDER",2,"2015","5","7","5","2",0
"HARDHEAD CATFISH",22,"2015","5","7","5","2",0
"INSHORE LIZARDFISH",3,"2015","5","7","5","2",0
"KINGFISH GENUS",16,"2015","5","7","5","2",0
"LADYFISH",18,"2015","5","5","5","1",0
"LADYFISH",26,"2015","5","7","5","1",0
"LANE SNAPPER",4,"2015","5","7","5","2",0
"MULLET GENUS",1,"2015","5","7","5","2",0
"PINFISH",7,"2015","5","5","5","1",0
"PINFISH",38,"2015","5","7","5","4",0
"PUFFER FAMILY",1,"2015","5","7","5","2",0
"RED DRUM",5,"2015","5","7","5","2",0
"RED GROUPER",6,"2015","5","5","5","1",0
"RED GROUPER",2,"2015","5","7","5","2",0
"REQUIEM SHARK FAMILY",1,"2015","5","5","5","1",0
"REQUIEM SHARK FAMILY",1,"2015","5","7","5","1",0
"SCALED SARDINE",75,"2015","5","7","5","4",0
"SHEEPSHEAD",1,"2015","5","7","5","2",0
"SPANISH MACKEREL",2,"2015","5","5","5","1",0
"SPANISH MACKEREL",2,"2015","5","7","5","2",0
"SPOTTED SEATROUT",59,"2015","5","5","5","1",0
"SPOTTED SEATROUT",150,"2015","5","7","5","4",0
"WHITE GRUNT",4,"2015","5","5","5","1",0
"WHITE GRUNT",20,"2015","5","7","5","2",0
"ATLANTIC TARPON",5,"2015","6","7","5","2",6
"BLACK DRUM",2,"2015","6","5","5","1",6
"BLACK SEA BASS",2,"2015","6","7","5","2",6
"BLACKNOSE SHARK",1,"2015","6","7","5","2",6
"BLUEFISH",1,"2015","6","7","5","1",6
"BONNETHEAD",7,"2015","6","7","5","2",6
"COMMON SNOOK",13,"2015","6","7","5","2",6
"CREVALLE JACK",3,"2015","6","5","5","1",6
"CREVALLE JACK",9,"2015","6","7","5","2",6
"GAFFTOPSAIL CATFISH",18,"2015","6","7","5","2",6
"GAG",1,"2015","6","7","5","2",6
"GRAY SNAPPER",3,"2015","6","5","5","1",6
"GRAY SNAPPER",40,"2015","6","7","5","4",6
"GULF FLOUNDER",2,"2015","6","7","5","2",6
"HARDHEAD CATFISH",7,"2015","6","5","5","1",6
"HARDHEAD CATFISH",41,"2015","6","7","5","4",6
"INSHORE LIZARDFISH",1,"2015","6","5","5","1",6
"LADYFISH",4,"2015","6","5","5","1",6
"LADYFISH",35,"2015","6","7","5","4",6
"LEFTEYE FLOUNDER FAMILY",2,"2015","6","7","5","2",6
"MULLET GENUS",41,"2015","6","7","5","4",6
"NEEDLEFISH FAMILY",1,"2015","6","7","5","2",6
"PIGFISH",23,"2015","6","7","5","2",6
"PINFISH",208,"2015","6","7","5","4",6
"RED DRUM",1,"2015","6","5","5","1",6
"RED DRUM",2,"2015","6","7","5","2",6
"RED GROUPER",24,"2015","6","7","5","2",6
"SCALED SARDINE",336,"2015","6","7","5","5",6
"SHEEPSHEAD",1,"2015","6","5","5","1",6
"SHEEPSHEAD",1,"2015","6","7","5","2",6
"SPOTTED SEATROUT",31,"2015","6","5","5","1",6
"SPOTTED SEATROUT",75,"2015","6","7","5","4",6
"WHITE GRUNT",14,"2015","6","7","5","2",6
"BLACK SEA BASS",1,"2015","7","5","5","1",0
"BLACK SEA BASS",1,"2015","7","7","5","2",0
"BLUEFISH",4,"2015","7","5","5","1",0
"BONNETHEAD",1,"2015","7","5","5","1",0
"BONNETHEAD",4,"2015","7","7","5","2",0
"COMMON SNOOK",3,"2015","7","5","5","1",0
"COMMON SNOOK",2,"2015","7","7","5","2",0
"CREVALLE JACK",6,"2015","7","5","5","1",0
"CREVALLE JACK",8,"2015","7","7","5","2",0
"GAFFTOPSAIL CATFISH",24,"2015","7","5","5","1",0
"GAFFTOPSAIL CATFISH",22,"2015","7","7","5","2",0
"GAG",2,"2015","7","5","5","1",0
"GRAY SNAPPER",37,"2015","7","5","5","1",0
"GRAY SNAPPER",80,"2015","7","7","5","4",0
"GULF TOADFISH",2,"2015","7","5","5","2",0
"HARDHEAD CATFISH",12,"2015","7","5","5","1",0
"HARDHEAD CATFISH",45,"2015","7","7","5","4",0
"INSHORE LIZARDFISH",1,"2015","7","7","5","2",0
"KINGFISH GENUS",2,"2015","7","7","5","2",0
"LADYFISH",8,"2015","7","5","5","1",0
"LADYFISH",34,"2015","7","7","5","4",0
"LANE SNAPPER",2,"2015","7","5","5","2",0
"LEFTEYE FLOUNDER FAMILY",2,"2015","7","7","5","2",0
"LEFTEYE FLOUNDER GENUS",1,"2015","7","7","5","2",0
"PIGFISH",4,"2015","7","7","5","2",0
"PINFISH",27,"2015","7","7","5","4",0
"PUFFER FAMILY",2,"2015","7","7","5","2",0
"RED DRUM",4,"2015","7","7","5","2",0
"RED GROUPER",2,"2015","7","5","5","1",0
"RED GROUPER",2,"2015","7","7","5","2",0
"REQUIEM SHARK GENUS",1,"2015","7","7","5","2",0
"SAND PERCH",2,"2015","7","5","5","2",0
"SEA BASS FAMILY",7,"2015","7","5","5","1",0
"SEA BASS FAMILY",5,"2015","7","7","5","2",0
"SEA CATFISH FAMILY",3,"2015","7","5","5","1",0
"SHEEPSHEAD",5,"2015","7","7","5","2",0
"SPANISH MACKEREL",3,"2015","7","5","5","1",0
"SPOTTED SEATROUT",26,"2015","7","5","5","1",0
"SPOTTED SEATROUT",40,"2015","7","7","5","4",0
"STINGRAY GENUS",1,"2015","7","7","5","2",0
"STRIPED MULLET",21,"2015","7","7","5","2",0
"WHITE GRUNT",17,"2015","7","5","5","1",0
"WHITE GRUNT",12,"2015","7","7","5","2",0
"ATLANTIC TARPON",1,"2015","8","7","5","2",4
"BLACK SEA BASS",11,"2015","8","7","5","2",4
"BLUEFISH",11,"2015","8","7","5","2",4
"BONNETHEAD",3,"2015","8","7","5","2",4
"COMMON SNOOK",1,"2015","8","5","5","1",4
"COMMON SNOOK",19,"2015","8","7","5","2",4
"CREVALLE JACK",4,"2015","8","5","5","1",4
"CREVALLE JACK",12,"2015","8","7","5","2",4
"GAFFTOPSAIL CATFISH",1,"2015","8","7","5","2",4
"GAG",9,"2015","8","7","5","2",4
"GRAY SNAPPER",4,"2015","8","5","5","1",4
"GRAY SNAPPER",42,"2015","8","7","5","4",4
"GULF FLOUNDER",3,"2015","8","7","5","2",4
"HARDHEAD CATFISH",4,"2015","8","5","5","1",4
"HARDHEAD CATFISH",33,"2015","8","7","5","4",4
"INSHORE LIZARDFISH",3,"2015","8","7","5","2",4
"KINGFISH GENUS",1,"2015","8","5","5","1",4
"LADYFISH",1,"2015","8","5","5","1",4
"LADYFISH",46,"2015","8","7","5","4",4
"NURSE SHARK",1,"2015","8","7","5","4",4
"PINFISH",7,"2015","8","5","5","1",4
"PINFISH",74,"2015","8","7","5","4",4
"PUFFER FAMILY",2,"2015","8","7","5","2",4
"RED DRUM",1,"2015","8","5","5","1",4
"RED DRUM",16,"2015","8","7","5","2",4
"RED GROUPER",27,"2015","8","7","5","4",4
"REQUIEM SHARK FAMILY",3,"2015","8","5","5","1",4
"REQUIEM SHARK GENUS",3,"2015","8","7","5","2",4
"SAND PERCH",1,"2015","8","7","5","2",4
"SCALED SARDINE",200,"2015","8","7","5","5",4
"SHEEPSHEAD",1,"2015","8","7","5","2",4
"SPANISH MACKEREL",14,"2015","8","7","5","2",4
"SPOTTED SEATROUT",64,"2015","8","5","5","1",4
"SPOTTED SEATROUT",197,"2015","8","7","5","4",4
"WHITE GRUNT",4,"2015","8","7","5","2",4
"BLACK DRUM",1,"2015","9","5","5","1",845
"BLACK DRUM",4,"2015","9","7","5","2",845
"BLUE RUNNER",1,"2015","9","7","5","2",845
"BLUEFISH",1,"2015","9","5","5","1",845
"BLUEFISH",4,"2015","9","7","5","2",845
"BONNETHEAD",1,"2015","9","7","5","2",845
"COMMON SNOOK",2,"2015","9","7","5","2",845
"CREVALLE JACK",8,"2015","9","5","5","1",845
"CREVALLE JACK",13,"2015","9","7","5","2",845
"FLORIDA POMPANO",2,"2015","9","7","5","2",845
"GAFFTOPSAIL CATFISH",17,"2015","9","7","5","2",845
"GAG",8,"2015","9","7","5","2",845
"GRAY SNAPPER",21,"2015","9","5","5","1",845
"GRAY SNAPPER",104,"2015","9","7","5","4",845
"GULF FLOUNDER",1,"2015","9","5","5","1",845
"GULF FLOUNDER",7,"2015","9","7","5","2",845
"HARDHEAD CATFISH",25,"2015","9","7","5","2",845
"INSHORE LIZARDFISH",4,"2015","9","7","5","2",845
"LADYFISH",30,"2015","9","5","5","1",845
"LADYFISH",52,"2015","9","7","5","4",845
"LEFTEYE FLOUNDER FAMILY",2,"2015","9","7","5","2",845
"LEFTEYE FLOUNDER GENUS",6,"2015","9","7","5","2",845
"NEEDLEFISH FAMILY",1,"2015","9","7","5","2",845
"PIGFISH",18,"2015","9","7","5","2",845
"PINFISH",4,"2015","9","5","5","1",845
"PINFISH",157,"2015","9","7","5","4",845
"PUFFER FAMILY",1,"2015","9","5","5","1",845
"PUFFER FAMILY",2,"2015","9","7","5","2",845
"RED DRUM",13,"2015","9","5","5","1",845
"RED DRUM",10,"2015","9","7","5","2",845
"RED GROUPER",10,"2015","9","7","5","2",845
"REQUIEM SHARK FAMILY",1,"2015","9","5","5","1",845
"REQUIEM SHARK FAMILY",2,"2015","9","7","5","2",845
"REQUIEM SHARK GENUS",1,"2015","9","7","5","2",845
"SCALED SARDINE",90,"2015","9","7","5","4",845
"SEA BASS FAMILY",1,"2015","9","7","5","2",845
"SEA CATFISH FAMILY",31,"2015","9","7","5","4",845
"SHEEPSHEAD",3,"2015","9","7","5","2",845
"SOUTHERN PUFFER",1,"2015","9","7","5","2",845
"SPANISH MACKEREL",25,"2015","9","5","5","1",845
"SPANISH MACKEREL",26,"2015","9","7","5","2",845
"SPOTTED SEATROUT",61,"2015","9","5","5","1",845
"SPOTTED SEATROUT",141,"2015","9","7","5","4",845
"STINGRAY GENUS",2,"2015","9","7","5","2",845
"UNIDENTIFIED FISH",2,"2015","9","7","5","3",845
"WHITE GRUNT",6,"2015","9","7","5","2",845
"COMMON SNOOK",2,"2015","10","7","5","2",189048
"CREVALLE JACK",2,"2015","10","7","5","2",189048
"GRAY SNAPPER",13,"2015","10","7","5","2",189048
"GULF FLOUNDER",1,"2015","10","7","5","2",189048
"HARDHEAD CATFISH",11,"2015","10","7","5","2",189048
"INSHORE LIZARDFISH",1,"2015","10","7","5","2",189048
"LADYFISH",10,"2015","10","7","5","2",189048
"PINFISH",10,"2015","10","3","5","2",189048
"PINFISH",10,"2015","10","7","5","4",189048
"SCALED SARDINE",3,"2015","10","3","5","4",189048
"SEA CATFISH FAMILY",1,"2015","10","7","5","2",189048
"SHEEPSHEAD",1,"2015","10","7","5","2",189048
"SOUTHERN PUFFER",1,"2015","10","7","5","2",189048
"SPOTTED SEATROUT",12,"2015","10","7","5","4",189048
"STINGRAY GENUS",1,"2015","10","7","5","2",189048
"BLACK SEA BASS",1,"2015","11","7","5","2",1336236
"BLUEFISH",30,"2015","11","5","5","1",1336236
"BONNETHEAD",2,"2015","11","7","5","2",1336236
"COMMON SNOOK",13,"2015","11","7","5","2",1336236
"CREVALLE JACK",10,"2015","11","5","5","1",1336236
"CREVALLE JACK",14,"2015","11","7","5","2",1336236
"GAFFTOPSAIL CATFISH",4,"2015","11","7","5","2",1336236
"GAG",14,"2015","11","7","5","2",1336236
"GRAY SNAPPER",38,"2015","11","7","5","4",1336236
"GULF FLOUNDER",2,"2015","11","7","5","2",1336236
"HARDHEAD CATFISH",20,"2015","11","5","5","1",1336236
"HARDHEAD CATFISH",43,"2015","11","7","5","2",1336236
"INSHORE LIZARDFISH",6,"2015","11","7","5","2",1336236
"LADYFISH",40,"2015","11","5","5","1",1336236
"LADYFISH",60,"2015","11","7","5","4",1336236
"LANE SNAPPER",1,"2015","11","7","5","2",1336236
"LEFTEYE FLOUNDER FAMILY",6,"2015","11","7","5","2",1336236
"LEFTEYE FLOUNDER GENUS",1,"2015","11","7","5","2",1336236
"PIGFISH",4,"2015","11","7","5","2",1336236
"PINFISH",28,"2015","11","7","5","4",1336236
"PUFFER FAMILY",2,"2015","11","7","5","2",1336236
"RED GROUPER",2,"2015","11","7","5","2",1336236
"SAND PERCH",3,"2015","11","7","5","2",1336236
"SCALED SARDINE",195,"2015","11","7","5","5",1336236
"SEAROBIN FAMILY",1,"2015","11","7","5","2",1336236
"SHEEPSHEAD",2,"2015","11","7","5","2",1336236
"SPANISH MACKEREL",5,"2015","11","7","5","2",1336236
"SPOTTED SEATROUT",122,"2015","11","7","5","4",1336236
"TRIPLETAIL",2,"2015","11","7","5","1",1336236
"WHITE GRUNT",6,"2015","11","7","5","2",1336236
"BLUEFISH",1,"2015","12","7","5","1",474366
"COMMON SNOOK",6,"2015","12","7","5","2",474366
"CREVALLE JACK",8,"2015","12","7","5","2",474366
"GAG",11,"2015","12","7","5","2",474366
"GRAY SNAPPER",39,"2015","12","7","5","2",474366
"GREAT BARRACUDA",1,"2015","12","7","5","2",474366
"INSHORE LIZARDFISH",1,"2015","12","5","5","1",474366
"INSHORE LIZARDFISH",1,"2015","12","7","5","2",474366
"LADYFISH",3,"2015","12","5","5","1",474366
"LADYFISH",38,"2015","12","7","5","1",474366
"LEFTEYE FLOUNDER FAMILY",1,"2015","12","5","5","1",474366
"PINFISH",15,"2015","12","7","5","2",474366
"PUFFER FAMILY",2,"2015","12","7","5","2",474366
"REQUIEM SHARK FAMILY",1,"2015","12","7","5","1",474366
"SPOTTED SEATROUT",13,"2015","12","5","5","1",474366
"SPOTTED SEATROUT",85,"2015","12","7","5","4",474366
"WHITE GRUNT",1,"2015","12","5","5","1",474366
"ATLANTIC SPADEFISH",1,"2016","1","3","5","2",657734
"BLUEFISH",2,"2016","1","7","5","1",657734
"COMMON SNOOK",1,"2016","1","3","5","2",657734
"COMMON SNOOK",12,"2016","1","5","5","1",657734
"CREVALLE JACK",12,"2016","1","5","5","1",657734
"CREVALLE JACK",5,"2016","1","7","5","2",657734
"GAFFTOPSAIL CATFISH",1,"2016","1","3","5","2",657734
"GAG",1,"2016","1","3","5","2",657734
"GAG",1,"2016","1","7","5","2",657734
"GRAY SNAPPER",7,"2016","1","3","5","2",657734
"GRAY SNAPPER",25,"2016","1","7","5","2",657734
"HARDHEAD CATFISH",3,"2016","1","3","5","2",657734
"LADYFISH",3,"2016","1","3","5","2",657734
"LADYFISH",1,"2016","1","5","5","1",657734
"LADYFISH",4,"2016","1","7","5","2",657734
"LEFTEYE FLOUNDER FAMILY",2,"2016","1","3","5","2",657734
"LEFTEYE FLOUNDER FAMILY",1,"2016","1","5","5","2",657734
"PINFISH",25,"2016","1","3","5","2",657734
"PINFISH",3,"2016","1","7","5","2",657734
"PUFFER FAMILY",2,"2016","1","3","5","2",657734
"SCALED SARDINE",80,"2016","1","3","5","4",657734
"SCRAWLED COWFISH",1,"2016","1","7","5","2",657734
"SEA CATFISH FAMILY",1,"2016","1","7","5","2",657734
"SHEEPSHEAD",13,"2016","1","3","5","2",657734
"SHEEPSHEAD",6,"2016","1","5","5","1",657734
"SPOTTED SEATROUT",3,"2016","1","5","5","1",657734
"SPOTTED SEATROUT",17,"2016","1","7","5","4",657734
"BLACK DRUM",2,"2016","2","5","5","1",420582
"COMMON SNOOK",1,"2016","2","5","5","1",420582
"CREVALLE JACK",1,"2016","2","5","5","1",420582
"GRAY SNAPPER",7,"2016","2","3","5","2",420582
"GRAY SNAPPER",25,"2016","2","5","5","1",420582
"GRAY SNAPPER",7,"2016","2","7","5","2",420582
"GULF KINGFISH",2,"2016","2","7","5","2",420582
"HARDHEAD CATFISH",3,"2016","2","3","5","2",420582
"LADYFISH",18,"2016","2","5","5","1",420582
"LADYFISH",10,"2016","2","7","5","2",420582
"PIGFISH",1,"2016","2","3","5","2",420582
"PINFISH",1,"2016","2","5","5","2",420582
"RED DRUM",3,"2016","2","5","5","1",420582
"SHEEPSHEAD",5,"2016","2","3","5","2",420582
"SHEEPSHEAD",22,"2016","2","5","5","1",420582
"SOUTHERN KINGFISH",1,"2016","2","7","5","2",420582
"SPANISH MACKEREL",2,"2016","2","5","5","1",420582
"SPANISH MACKEREL",1,"2016","2","7","5","2",420582
"SPOTTAIL PINFISH",5,"2016","2","5","5","1",420582
"SPOTTED SEATROUT",7,"2016","2","5","5","1",420582
"SPOTTED SEATROUT",3,"2016","2","7","5","4",420582
"BLACK DRUM",2,"2016","3","5","5","1",2840
"COMMON SNOOK",9,"2016","3","7","5","2",2840
"CREVALLE JACK",3,"2016","3","7","5","2",2840
"GAFFTOPSAIL CATFISH",7,"2016","3","7","5","2",2840
"GRAY SNAPPER",7,"2016","3","5","5","1",2840
"GRAY SNAPPER",5,"2016","3","7","5","2",2840
"GULF FLOUNDER",2,"2016","3","7","5","2",2840
"HARDHEAD CATFISH",5,"2016","3","5","5","1",2840
"HARDHEAD CATFISH",11,"2016","3","7","5","2",2840
"INSHORE LIZARDFISH",2,"2016","3","3","5","2",2840
"INSHORE LIZARDFISH",1,"2016","3","5","5","1",2840
"LADYFISH",13,"2016","3","5","5","1",2840
"LADYFISH",25,"2016","3","7","5","2",2840
"LEFTEYE FLOUNDER FAMILY",1,"2016","3","5","5","1",2840
"LEFTEYE FLOUNDER FAMILY",3,"2016","3","7","5","2",2840
"PINFISH",10,"2016","3","5","5","1",2840
"RED DRUM",1,"2016","3","5","5","1",2840
"RED DRUM",3,"2016","3","7","5","2",2840
"SHEEPSHEAD",6,"2016","3","5","5","1",2840
"SHEEPSHEAD",9,"2016","3","7","5","2",2840
"SPANISH MACKEREL",4,"2016","3","5","5","1",2840
"SPOTTED SEATROUT",118,"2016","3","5","5","1",2840
"SPOTTED SEATROUT",119,"2016","3","7","5","4",2840
"WHITE GRUNT",1,"2016","3","5","5","1",2840
"ATLANTIC SPADEFISH",1,"2016","4","3","5","2",2052
"COBIA",2,"2016","4","7","5","1",2052
"COMMON SNOOK",1,"2016","4","5","5","1",2052
"CREVALLE JACK",2,"2016","4","3","5","2",2052
"CREVALLE JACK",3,"2016","4","7","5","2",2052
"GAFFTOPSAIL CATFISH",2,"2016","4","7","5","2",2052
"GAG",3,"2016","4","3","5","2",2052
"GAG",2,"2016","4","7","5","2",2052
"GRAY SNAPPER",16,"2016","4","3","5","2",2052
"GRAY SNAPPER",12,"2016","4","7","5","2",2052
"GREAT BARRACUDA",1,"2016","4","7","5","2",2052
"HARDHEAD CATFISH",8,"2016","4","7","5","2",2052
"INSHORE LIZARDFISH",2,"2016","4","3","5","2",2052
"INSHORE LIZARDFISH",1,"2016","4","7","5","2",2052
"KINGFISH GENUS",2,"2016","4","7","5","2",2052
"LADYFISH",4,"2016","4","7","5","2",2052
"LEFTEYE FLOUNDER FAMILY",1,"2016","4","7","5","2",2052
"MOJARRA FAMILY",1,"2016","4","3","5","2",2052
"PINFISH",41,"2016","4","3","5","2",2052
"PINFISH",25,"2016","4","7","5","2",2052
"SHEEPSHEAD",3,"2016","4","7","5","2",2052
"SOUTHERN PUFFER",1,"2016","4","3","5","2",2052
"SPANISH MACKEREL",2,"2016","4","7","5","2",2052
"SPOTTED SEATROUT",6,"2016","4","7","5","1",2052
"STRIPED MULLET",13,"2016","4","7","5","2",2052
"BLUEFISH",1,"2016","5","5","5","1",1967
"COMMON SNOOK",14,"2016","5","5","5","1",1967
"COMMON SNOOK",77,"2016","5","7","5","4",1967
"CREVALLE JACK",2,"2016","5","5","5","1",1967
"CREVALLE JACK",3,"2016","5","7","5","2",1967
"GAFFTOPSAIL CATFISH",2,"2016","5","7","5","2",1967
"GAG",2,"2016","5","5","5","1",1967
"GRAY SNAPPER",1,"2016","5","3","5","2",1967
"GRAY SNAPPER",2,"2016","5","5","5","1",1967
"GRAY SNAPPER",6,"2016","5","7","5","2",1967
"HARDHEAD CATFISH",3,"2016","5","5","5","1",1967
"HARDHEAD CATFISH",11,"2016","5","7","5","2",1967
"LADYFISH",5,"2016","5","7","5","2",1967
"PINFISH",13,"2016","5","7","5","2",1967
"RED DRUM",2,"2016","5","7","5","2",1967
"SEAROBIN FAMILY",1,"2016","5","7","5","2",1967
"SPANISH MACKEREL",1,"2016","5","5","5","1",1967
"SPANISH MACKEREL",2,"2016","5","7","5","2",1967
"SPOTTED SEATROUT",27,"2016","5","5","5","1",1967
"SPOTTED SEATROUT",87,"2016","5","7","5","4",1967
"WHITE GRUNT",1,"2016","5","7","5","2",1967
"BLACK DRUM",1,"2016","6","3","5","2",14
"BLUEFISH",1,"2016","6","5","5","1",14
"BONNETHEAD",2,"2016","6","7","5","2",14
"COMMON SNOOK",23,"2016","6","7","5","2",14
"CREVALLE JACK",30,"2016","6","7","5","2",14
"FLYINGFISH FAMILY",1,"2016","6","7","5","2",14
"GAG",3,"2016","6","7","5","2",14
"GRAY SNAPPER",5,"2016","6","3","5","2",14
"GRAY SNAPPER",3,"2016","6","5","5","1",14
"GRAY SNAPPER",65,"2016","6","7","5","4",14
"GULF FLOUNDER",1,"2016","6","7","5","2",14
"HARDHEAD CATFISH",3,"2016","6","5","5","1",14
"HARDHEAD CATFISH",61,"2016","6","7","5","4",14
"HERRING FAMILY",105,"2016","6","7","5","4",14
"INSHORE LIZARDFISH",1,"2016","6","7","5","2",14
"LADYFISH",8,"2016","6","5","5","1",14
"LADYFISH",28,"2016","6","7","5","4",14
"LITTLE TUNNY",1,"2016","6","7","5","2",14
"MOJARRA FAMILY",42,"2016","6","7","5","4",14
"NURSE SHARK",2,"2016","6","7","5","2",14
"PIGFISH",4,"2016","6","7","5","2",14
"PINFISH",19,"2016","6","3","5","2",14
"PINFISH",55,"2016","6","7","5","4",14
"PUFFER FAMILY",2,"2016","6","3","5","2",14
"PUFFER FAMILY",1,"2016","6","7","5","2",14
"RED DRUM",1,"2016","6","7","5","2",14
"SHEEPSHEAD",1,"2016","6","3","5","2",14
"SOUTHERN FLOUNDER",1,"2016","6","7","5","3",14
"SPANISH MACKEREL",4,"2016","6","7","5","2",14
"SPOTTED SEATROUT",27,"2016","6","5","5","1",14
"SPOTTED SEATROUT",143,"2016","6","7","5","4",14
"WHITE GRUNT",6,"2016","6","7","5","2",14
"ATLANTIC THREAD HERRING",2,"2016","7","7","5","4",12
"COMMON SNOOK",13,"2016","7","7","5","2",12
"CREVALLE JACK",17,"2016","7","7","5","2",12
"GAFFTOPSAIL CATFISH",4,"2016","7","7","5","2",12
"GAG",2,"2016","7","7","5","2",12
"GRAY SNAPPER",1,"2016","7","5","5","1",12
"GRAY SNAPPER",48,"2016","7","7","5","4",12
"HARDHEAD CATFISH",2,"2016","7","5","5","1",12
"HARDHEAD CATFISH",11,"2016","7","7","5","2",12
"HERRING FAMILY",156,"2016","7","7","5","4",12
"INSHORE LIZARDFISH",4,"2016","7","7","5","2",12
"LADYFISH",66,"2016","7","7","5","4",12
"LEFTEYE FLOUNDER GENUS",1,"2016","7","7","5","2",12
"MULLET GENUS",30,"2016","7","7","5","4",12
"PIGFISH",3,"2016","7","7","5","2",12
"PINFISH",97,"2016","7","7","5","4",12
"RED DRUM",3,"2016","7","7","5","2",12
"SOUTHERN FLOUNDER",1,"2016","7","7","5","3",12
"SPANISH MACKEREL",3,"2016","7","5","5","1",12
"SPANISH MACKEREL",3,"2016","7","7","5","2",12
"SPOTTED SEATROUT",136,"2016","7","7","5","4",12
"STINGRAY GENUS",1,"2016","7","7","5","2",12
"STRIPED MULLET",22,"2016","7","7","5","4",12
"WHITE GRUNT",1,"2016","7","7","5","2",12
"ATLANTIC THREAD HERRING",24,"2016","8","7","5","4",94
"BLUEFISH",3,"2016","8","7","5","2",94
"COBIA",1,"2016","8","5","5","1",94
